kabelnr;strtlat;strtlon;eindlat;eindlon;kab/3;Volt;;heading;length old;length;weerstand/m;resistance;conductivity old;conductivity;radians lat1;radians lon1;radians lat2;radians lon2;diff lat;dif lon;a
415;50.683396;4.176661;50.494694;4.347570;3;380;;-30.0;24204.2576607449;23650.0;3.00E-05;0.735;1.37716817431646;1.36;0.884592136292124;0.072896486189639;0.881298665087026;0.07587941096093;-0.001646735602549;0.001491462385646;3.60834297760038E-06
416;50.494694;4.347570;50.483685;4.331831;6;380;;42.3;1654.78371483084;1700.0;3.00E-05;0.050;20.1436193954451;20.00;0.881298665087026;0.07587941096093;0.881106521789673;0.075604713589959;-9.60716486760882E-05;-0.000137348685486;1.68658126803509E-08
417;50.494694;4.347570;50.494603;4.526517;3;380;;90.0;12658.1184871563;12600.0;3.00E-05;0.390;2.63335608425181;2.56;0.881298665087026;0.07587941096093;0.881297076837406;0.079002625297496;-7.94124809744279E-07;0.001561607168283;9.86876866726008E-07
418;50.494603;4.526517;50.436671;4.567225;3;380;;-24.1;7056.77374890539;7500.0;3.00E-05;0.230;4.72359388573338;4.35;0.881297076837406;0.079002625297496;0.880285972695141;0.079713113929398;-0.000505552071133;0.000355244315951;3.06716500966003E-07
419;50.494603;4.526517;50.512456;5.285680;3;380;;87.6;53727.0299109665;56400.0;3.00E-05;1.750;0.620420175628013;0.57;0.881297076837406;0.079002625297496;0.881608670468765;0.092252519206814;0.000155796815679;0.006624946954659;1.77790229535059E-05
420;50.494694;4.347570;50.488676;4.903347;3;380;;-89.2;39321.8910544508;44100.0;3.00E-05;1.370;0.847704228852451;0.73;0.881298665087026;0.07587941096093;0.881193631172641;0.085579549517786;-5.25169571925499E-05;0.004850069278428;9.52340406072458E-06
421;50.488676;4.903347;50.512456;5.285680;3;380;;84.3;27170.5226532863;32200.0;3.00E-05;1.000;1.22681973249792;1.00;0.881193631172641;0.085579549517786;0.881608670468765;0.092252519206814;0.000207519648062;0.003336484844514;4.54694944420977E-06
422;50.512456;5.285680;50.533413;5.270976;12;380;;-24.0;2551.64501884324;2900.0;3.00E-05;0.090;13.0634681106405;11.11;0.881608670468765;0.092252519206814;0.881974439120105;0.091995885993601;0.00018288432567;-0.000128316606607;4.0101932751477E-08
423;50.512456;5.285680;50.260192;5.054839;3;380;;30.4;32475.8962714468;36900.0;3.00E-05;1.140;1.02640226014764;0.88;0.881608670468765;0.092252519206814;0.877205833084514;0.088223583708218;-0.002201418692125;-0.002014467749298;6.49600199031099E-06
424;50.260192;5.054839;49.827413;4.572805;3;380;;35.8;59166.1754599806;63000.0;3.00E-05;1.560;0.563384958959864;0.64;0.877205833084514;0.088223583708218;0.869652414601025;0.079810503301659;-0.003776709241744;-0.004206540203279;2.15609886731489E-05
425;50.512456;5.285680;50.375449;5.842321;6;380;;-69.1;42258.6348902388;44300.0;3.00E-05;1.370;0.788793424584401;0.73;0.881608670468765;0.092252519206814;0.879217447220485;0.101967737408408;-0.00119561162414;0.004857609100797;1.09990235898398E-05
426;50.375449;5.842321;49.567302;5.794411;3;380;;2.2;89927.1403792106;104400.0;3.00E-05;3.550;0.370670447128321;0.28;0.879217447220485;0.101967737408408;0.86511262123037;0.101131550163777;-0.007052412995057;-0.000418093622315;4.98080058867745E-05
427;50.512456;5.285680;50.539835;5.470259;3;380;;76.8;13398.2597970418;14600.0;3.00E-05;0.450;2.48788528049688;2.22;0.881608670468765;0.092252519206814;0.882086524164668;0.095474030486853;0.000238926847952;0.001610755640019;1.1056595661242E-06
428;50.512456;5.285680;50.803410;5.557192;3;380;;30.5;37589.9328978942;26700.0;3.00E-05;1.520;0.886762246260903;0.66;0.881608670468765;0.092252519206814;0.886686775740612;0.096991297565489;0.002539052635924;0.002369389179337;8.70295302785086E-06
429;50.803410;5.557192;50.754774;5.667076;3;380;;-55.1;9430.65680835769;26700.0;3.00E-05;1.520;3.53457177063134;0.66;0.886686775740612;0.096991297565489;0.885837917405612;0.09890913516075;-0.0004244291675;0.000958918797631;5.47783063649016E-07
430;50.754774;5.667076;50.803410;5.557192;3;380;;-55.0;9430.65680835769;26500.0;3.00E-05;1.035;3.53457177063134;0.97;0.885837917405612;0.09890913516075;0.886686775740612;0.096991297565489;0.0004244291675;-0.000958918797631;5.47783063649016E-07
431;50.803410;5.557192;51.121040;5.774052;3;380;;23.2;38445.8187250337;26500.0;3.00E-05;1.035;0.867021029562016;0.97;0.886686775740612;0.096991297565489;0.892230465043722;0.100776218581364;0.002771844651555;0.001892460507937;9.10377904091203E-06
432;50.512456;5.285680;50.803410;5.557192;3;380;;30.5;37589.9328978942;27800.0;3.00E-05;0.925;0.886762246260903;1.08;0.881608670468765;0.092252519206814;0.886686775740612;0.096991297565489;0.002539052635924;0.002369389179337;8.70295302785086E-06
433;50.803410;5.557192;50.907768;5.543907;3;380;;-4.6;11641.4905518756;27800.0;3.00E-05;0.925;2.86332177007719;1.08;0.886686775740612;0.096991297565489;0.888508166441409;0.096759430574361;0.000910695350398;-0.000115933495564;8.34721995699783E-07
434;50.907768;5.543907;50.938803;5.486855;3;380;;-49.2;5282.0882957926;6300.0;3.00E-05;0.210;6.31063539015141;4.76;0.888508166441409;0.096759430574361;0.889049829374765;0.095763685329514;0.000270831466678;-0.000497872622424;1.71844678093898E-07
435;50.907768;5.543907;51.121040;5.774052;3;380;;34.1;28663.483477554;31100.0;3.00E-05;0.720;1.16291983001425;1.39;0.888508166441409;0.096759430574361;0.892230465043722;0.100776218581364;0.001861149301157;0.002008394003501;5.06036687543476E-06
436;51.955790;4.021997;51.440842;0.715320;1;450;;77.2;234952.52040001;247140.0;1.19E-05;2.793;0.358019768911659;0.36;0.906799600974745;0.070197090155334;0.897812062898185;0.012484689205366;-0.00449376903828;-0.028856200474984;0.000339966241224
437;53.424940;6.874347;58.282761;6.866468;2;450;;0.0;540165.272586934;575450.0;1.19E-05;6.422;0.155725758999595;0.16;0.932441105680419;0.119979989074595;1.01722607660294;0.11984247458283;0.042392485461262;-6.87572458823102E-05;0.001796048012355
